id,form,name,type_1,type_2,base_attack,base_defense,base_stamina
666,MEADOW,VIVILLON,BUG,FLYING,176,103,190
666,MODERN,VIVILLON,BUG,FLYING,176,103,190
666,MONSOON,VIVILLON,BUG,FLYING,176,103,190
666,NORMAL,VIVILLON,BUG,FLYING,176,103,190
666,OCEAN,VIVILLON,BUG,FLYING,176,103,190
666,POKEBALL,VIVILLON,BUG,FLYING,176,103,190
666,POLAR,VIVILLON,BUG,FLYING,176,103,190
666,RIVER,VIVILLON,BUG,FLYING,176,103,190
666,SANDSTORM,VIVILLON,BUG,FLYING,176,103,190
666,SAVANNA,VIVILLON,BUG,FLYING,176,103,190
666,SUN,VIVILLON,BUG,FLYING,176,103,190
666,TUNDRA,VIVILLON,BUG,FLYING,176,103,190
667,NORMAL,LITLEO,FIRE,NORMAL,139,112,158
668,FEMALE,PYROAR,FIRE,NORMAL,221,149,200
668,NORMAL,PYROAR,FIRE,NORMAL,221,149,200
669,BLUE,FLABEBE,FAIRY,,108,120,127
669,NORMAL,FLABEBE,FAIRY,,108,120,127
669,ORANGE,FLABEBE,FAIRY,,108,120,127
669,RED,FLABEBE,FAIRY,,108,120,127
669,WHITE,FLABEBE,FAIRY,,108,120,127
669,YELLOW,FLABEBE,FAIRY,,108,120,127
670,BLUE,FLOETTE,FAIRY,,136,151,144
670,NORMAL,FLOETTE,FAIRY,,136,151,144
670,ORANGE,FLOETTE,FAIRY,,136,151,144
670,RED,FLOETTE,FAIRY,,136,151,144
670,WHITE,FLOETTE,FAIRY,,136,151,144
670,YELLOW,FLOETTE,FAIRY,,136,151,144
671,BLUE,FLORGES,FAIRY,,212,244,186
671,NORMAL,FLORGES,FAIRY,,212,244,186
671,ORANGE,FLORGES,FAIRY,,212,244,186
671,RED,FLORGES,FAIRY,,212,244,186
671,WHITE,FLORGES,FAIRY,,212,244,186
671,YELLOW,FLORGES,FAIRY,,212,244,186
672,NORMAL,SKIDDO,GRASS,,123,102,165
673,NORMAL,GOGOAT,GRASS,,196,146,265
674,NORMAL,PANCHAM,FIGHTING,,145,107,167
675,NORMAL,PANGORO,FIGHTING,DARK,226,146,216
676,DANDY,FURFROU,NORMAL,,164,167,181
676,DEBUTANTE,FURFROU,NORMAL,,164,167,181
676,DIAMOND,FURFROU,NORMAL,,164,167,181
676,HEART,FURFROU,NORMAL,,164,167,181
676,KABUKI,FURFROU,NORMAL,,164,167,181
676,LA_REINE,FURFROU,NORMAL,,164,167,181
676,MATRON,FURFROU,NORMAL,,164,167,181
676,NATURAL,FURFROU,NORMAL,,164,167,181
676,NORMAL,FURFROU,NORMAL,,164,167,181
676,PHARAOH,FURFROU,NORMAL,,164,167,181
676,STAR,FURFROU,NORMAL,,164,167,181
677,NORMAL,ESPURR,PSYCHIC,,120,114,158
678,FEMALE,MEOWSTIC,PSYCHIC,,166,167,179
678,NORMAL,MEOWSTIC,PSYCHIC,,166,167,179
679,NORMAL,HONEDGE,STEEL,GHOST,135,139,128
680,NORMAL,DOUBLADE,STEEL,GHOST,188,206,153
681,BLADE,AEGISLASH,STEEL,GHOST,272,97,155
681,NORMAL,AEGISLASH,STEEL,GHOST,97,272,155
681,SHIELD,AEGISLASH,STEEL,GHOST,97,272,155
682,NORMAL,SPRITZEE,FAIRY,,110,113,186
683,NORMAL,AROMATISSE,FAIRY,,173,150,226
684,NORMAL,SWIRLIX,FAIRY,,109,119,158
685,NORMAL,SLURPUFF,FAIRY,,168,163,193
686,NORMAL,INKAY,DARK,PSYCHIC,98,95,142
687,MEGA,MALAMAR,DARK,PSYCHIC,208,222,200
687,NORMAL,MALAMAR,DARK,PSYCHIC,177,165,200
688,NORMAL,BINACLE,ROCK,WATER,96,120,123
689,NORMAL,BARBARACLE,ROCK,WATER,194,205,176
690,NORMAL,SKRELP,POISON,WATER,109,109,137
691,NORMAL,DRAGALGE,POISON,DRAGON,177,207,163
692,NORMAL,CLAUNCHER,WATER,,108,117,137
693,NORMAL,CLAWITZER,WATER,,221,171,174
694,NORMAL,HELIOPTILE,ELECTRIC,NORMAL,115,78,127
695,NORMAL,HELIOLISK,ELECTRIC,NORMAL,219,168,158
696,NORMAL,TYRUNT,ROCK,DRAGON,158,123,151
697,NORMAL,TYRANTRUM,ROCK,DRAGON,227,191,193
698,NORMAL,AMAURA,ROCK,ICE,124,109,184
699,NORMAL,AURORUS,ROCK,ICE,186,163,265
700,NORMAL,SYLVEON,FAIRY,,203,205,216
701,NORMAL,HAWLUCHA,FIGHTING,FLYING,195,153,186
702,NORMAL,DEDENNE,ELECTRIC,FAIRY,164,134,167
703,NORMAL,CARBINK,ROCK,FAIRY,95,285,137
704,NORMAL,GOOMY,DRAGON,,101,112,128
705,NORMAL,SLIGGOO,DRAGON,,159,176,169
706,NORMAL,GOODRA,DRAGON,,220,242,207
707,NORMAL,KLEFKI,STEEL,FAIRY,160,179,149
708,NORMAL,PHANTUMP,GHOST,GRASS,125,103,125
709,NORMAL,TREVENANT,GHOST,GRASS,201,154,198
710,AVERAGE,PUMPKABOO,GHOST,GRASS,121,123,135
710,LARGE,PUMPKABOO,GHOST,GRASS,120,122,144
710,NORMAL,PUMPKABOO,GHOST,GRASS,122,124,127
710,SMALL,PUMPKABOO,GHOST,GRASS,122,124,127
710,SUPER,PUMPKABOO,GHOST,GRASS,118,120,153
711,AVERAGE,GOURGEIST,GHOST,GRASS,175,213,163
711,LARGE,GOURGEIST,GHOST,GRASS,179,206,181
711,NORMAL,GOURGEIST,GHOST,GRASS,171,219,146
711,SMALL,GOURGEIST,GHOST,GRASS,171,219,146
711,SUPER,GOURGEIST,GHOST,GRASS,182,200,198
712,NORMAL,BERGMITE,ICE,,117,120,146
713,HISUIAN,AVALUGG,ICE,ROCK,214,238,216
713,NORMAL,AVALUGG,ICE,,196,240,216
714,NORMAL,NOIBAT,FLYING,DRAGON,83,73,120
715,NORMAL,NOIVERN,FLYING,DRAGON,205,175,198
716,NORMAL,XERNEAS,FAIRY,,250,185,246
717,NORMAL,YVELTAL,DARK,FLYING,250,185,246
718,COMPLETE,ZYGARDE,DRAGON,GROUND,184,207,389
718,FIFTY_PERCENT,ZYGARDE,DRAGON,GROUND,203,232,239
718,TEN_PERCENT,ZYGARDE,DRAGON,GROUND,205,173,144
719,MEGA,DIANCIE,ROCK,FAIRY,342,235,137
719,NORMAL,DIANCIE,ROCK,FAIRY,190,285,137
720,CONFINED,HOOPA,PSYCHIC,GHOST,261,187,173
720,UNBOUND,HOOPA,PSYCHIC,DARK,311,191,173
721,NORMAL,VOLCANION,FIRE,WATER,252,216,190
722,NORMAL,ROWLET,GRASS,FLYING,102,99,169
723,NORMAL,DARTRIX,GRASS,FLYING,142,139,186
724,HISUIAN,DECIDUEYE,GRASS,FIGHTING,213,174,204
724,NORMAL,DECIDUEYE,GRASS,GHOST,210,179,186
725,NORMAL,LITTEN,FIRE,,128,79,128
726,NORMAL,TORRACAT,FIRE,,174,103,163
727,NORMAL,INCINEROAR,FIRE,DARK,214,175,216
728,NORMAL,POPPLIO,WATER,,120,103,137
729,NORMAL,BRIONNE,WATER,,168,145,155
730,NORMAL,PRIMARINA,WATER,FAIRY,232,195,190
731,NORMAL,PIKIPEK,NORMAL,FLYING,136,59,111
732,NORMAL,TRUMBEAK,NORMAL,FLYING,159,100,146
733,NORMAL,TOUCANNON,NORMAL,FLYING,222,146,190
734,NORMAL,YUNGOOS,NORMAL,,122,56,134
735,NORMAL,GUMSHOOS,NORMAL,,194,113,204
736,NORMAL,GRUBBIN,BUG,,115,85,132
737,NORMAL,CHARJABUG,BUG,ELECTRIC,145,161,149
738,NORMAL,VIKAVOLT,BUG,ELECTRIC,254,158,184
739,NORMAL,CRABRAWLER,FIGHTING,,150,104,132
740,NORMAL,CRABOMINABLE,FIGHTING,ICE,231,138,219
741,BAILE,ORICORIO,FIRE,FLYING,196,145,181
741,NORMAL,ORICORIO,FIRE,FLYING,196,145,181
741,PAU,ORICORIO,PSYCHIC,FLYING,196,145,181
741,POMPOM,ORICORIO,ELECTRIC,FLYING,196,145,181
741,SENSU,ORICORIO,GHOST,FLYING,196,145,181
742,NORMAL,CUTIEFLY,BUG,FAIRY,110,81,120
743,NORMAL,RIBOMBEE,BUG,FAIRY,198,146,155
744,DUSK,ROCKRUFF,ROCK,,117,78,128
744,NORMAL,ROCKRUFF,ROCK,,117,78,128
745,DUSK,LYCANROC,ROCK,,234,139,181
745,MIDDAY,LYCANROC,ROCK,,231,140,181
745,MIDNIGHT,LYCANROC,ROCK,,218,152,198
745,NORMAL,LYCANROC,ROCK,,231,140,181
746,NORMAL,WISHIWASHI,WATER,,46,43,128
746,SCHOOL,WISHIWASHI,WATER,,255,242,128
746,SOLO,WISHIWASHI,WATER,,46,43,128
747,NORMAL,MAREANIE,POISON,WATER,98,110,137
748,NORMAL,TOXAPEX,POISON,WATER,114,273,137
749,NORMAL,MUDBRAY,GROUND,,175,121,172
750,NORMAL,MUDSDALE,GROUND,,214,174,225
751,NORMAL,DEWPIDER,WATER,BUG,72,117,116
752,NORMAL,ARAQUANID,WATER,BUG,126,219,169
753,NORMAL,FOMANTIS,GRASS,,100,64,120
754,NORMAL,LURANTIS,GRASS,,192,169,172
755,NORMAL,MORELULL,GRASS,FAIRY,108,119,120
756,NORMAL,SHIINOTIC,GRASS,FAIRY,154,168,155
757,NORMAL,SALANDIT,POISON,FIRE,136,80,134
758,NORMAL,SALAZZLE,POISON,FIRE,228,130,169
759,NORMAL,STUFFUL,NORMAL,FIGHTING,136,95,172
760,NORMAL,BEWEAR,NORMAL,FIGHTING,226,141,260
761,NORMAL,BOUNSWEET,GRASS,,55,69,123
762,NORMAL,STEENEE,GRASS,,78,94,141
763,NORMAL,TSAREENA,GRASS,,222,195,176
764,NORMAL,COMFEY,FAIRY,,165,215,139
765,NORMAL,ORANGURU,NORMAL,PSYCHIC,168,192,207
766,NORMAL,PASSIMIAN,FIGHTING,,222,160,225
767,NORMAL,WIMPOD,BUG,WATER,67,74,93
768,NORMAL,GOLISOPOD,BUG,WATER,218,226,181
769,NORMAL,SANDYGAST,GHOST,GROUND,120,118,146
770,NORMAL,PALOSSAND,GHOST,GROUND,178,178,198
771,NORMAL,PYUKUMUKU,WATER,,97,224,146
772,NULL,TYPE,NORMAL,,184,184,216
772,NULL_NORMAL,TYPE,NORMAL,,184,184,216
773,BUG,SILVALLY,BUG,,198,198,216
773,DARK,SILVALLY,DARK,,198,198,216
773,DRAGON,SILVALLY,DRAGON,,198,198,216
773,ELECTRIC,SILVALLY,ELECTRIC,,198,198,216
773,FAIRY,SILVALLY,FAIRY,,198,198,216
773,FIGHTING,SILVALLY,FIGHTING,,198,198,216
773,FIRE,SILVALLY,FIRE,,198,198,216
773,FLYING,SILVALLY,FLYING,,198,198,216
773,GHOST,SILVALLY,GHOST,,198,198,216
773,GRASS,SILVALLY,GRASS,,198,198,216
773,GROUND,SILVALLY,GROUND,,198,198,216
773,ICE,SILVALLY,ICE,,198,198,216
773,NORMAL,SILVALLY,NORMAL,,198,198,216
773,POISON,SILVALLY,POISON,,198,198,216
773,PSYCHIC,SILVALLY,PSYCHIC,,198,198,216
773,ROCK,SILVALLY,ROCK,,198,198,216
773,STEEL,SILVALLY,STEEL,,198,198,216
773,WATER,SILVALLY,WATER,,198,198,216
774,BLUE,MINIOR,ROCK,FLYING,218,131,155
774,GREEN,MINIOR,ROCK,FLYING,218,131,155
774,INDIGO,MINIOR,ROCK,FLYING,218,131,155
774,NORMAL,MINIOR,ROCK,FLYING,116,194,155
774,ORANGE,MINIOR,ROCK,FLYING,218,131,155
774,RED,MINIOR,ROCK,FLYING,218,131,155
774,VIOLET,MINIOR,ROCK,FLYING,218,131,155
774,YELLOW,MINIOR,ROCK,FLYING,218,131,155
775,NORMAL,KOMALA,NORMAL,,216,165,163
776,NORMAL,TURTONATOR,FIRE,DRAGON,165,215,155
777,NORMAL,TOGEDEMARU,ELECTRIC,STEEL,190,145,163
778,BUSTED,MIMIKYU,GHOST,FAIRY,177,199,146
778,DISGUISED,MIMIKYU,GHOST,FAIRY,177,199,146
778,NORMAL,MIMIKYU,GHOST,FAIRY,177,199,146
779,NORMAL,BRUXISH,WATER,PSYCHIC,208,145,169
780,NORMAL,DRAMPA,NORMAL,DRAGON,231,164,186
781,NORMAL,DHELMISE,GHOST,GRASS,233,179,172
782,O,JANGMO,DRAGON,,102,108,128
782,O_NORMAL,JANGMO,DRAGON,,102,108,128
783,O,HAKAMO,DRAGON,FIGHTING,145,162,146
783,O_NORMAL,HAKAMO,DRAGON,FIGHTING,145,162,146
784,O,KOMMO,DRAGON,FIGHTING,222,240,181
784,O_NORMAL,KOMMO,DRAGON,FIGHTING,222,240,181
785,KOKO,TAPU,ELECTRIC,FAIRY,250,181,172
785,KOKO_NORMAL,TAPU,ELECTRIC,FAIRY,250,181,172
786,LELE,TAPU,PSYCHIC,FAIRY,259,208,172
786,LELE_NORMAL,TAPU,PSYCHIC,FAIRY,259,208,172
787,BULU,TAPU,GRASS,FAIRY,249,215,172
787,BULU_NORMAL,TAPU,GRASS,FAIRY,249,215,172
788,FINI,TAPU,WATER,FAIRY,189,254,172
788,FINI_NORMAL,TAPU,WATER,FAIRY,189,254,172
789,NORMAL,COSMOG,PSYCHIC,,54,57,125
790,NORMAL,COSMOEM,PSYCHIC,,54,242,125
791,NORMAL,SOLGALEO,PSYCHIC,STEEL,255,191,264
792,NORMAL,LUNALA,PSYCHIC,GHOST,255,191,264
793,NORMAL,NIHILEGO,ROCK,POISON,249,210,240
794,NORMAL,BUZZWOLE,BUG,FIGHTING,236,196,216
795,NORMAL,PHEROMOSA,BUG,FIGHTING,316,85,174
796,NORMAL,XURKITREE,ELECTRIC,,330,144,195
797,NORMAL,CELESTEELA,STEEL,FLYING,207,199,219
798,NORMAL,KARTANA,GRASS,STEEL,323,182,139
799,NORMAL,GUZZLORD,DARK,DRAGON,188,99,440
800,DAWN_WINGS,NECROZMA,PSYCHIC,GHOST,277,220,200
800,DUSK_MANE,NECROZMA,PSYCHIC,STEEL,277,220,200
800,NORMAL,NECROZMA,PSYCHIC,,251,195,219
800,ULTRA,NECROZMA,PSYCHIC,DRAGON,337,196,200
801,NORMAL,MAGEARNA,STEEL,FAIRY,246,225,190
801,ORIGINAL_COLOR,MAGEARNA,STEEL,FAIRY,246,225,190
802,NORMAL,MARSHADOW,FIGHTING,GHOST,265,190,207
803,NORMAL,POIPOLE,POISON,,145,133,167
804,NORMAL,NAGANADEL,POISON,DRAGON,263,159,177
805,NORMAL,STAKATAKA,ROCK,STEEL,213,298,156
806,NORMAL,BLACEPHALON,FIRE,GHOST,315,148,142
807,NORMAL,ZERAORA,ELECTRIC,,252,177,204
808,NORMAL,MELTAN,STEEL,,118,99,130
809,NORMAL,MELMETAL,STEEL,,226,190,264
810,NORMAL,GROOKEY,GRASS,,122,91,137
811,NORMAL,THWACKEY,GRASS,,165,134,172
812,NORMAL,RILLABOOM,GRASS,,239,168,225
813,NORMAL,SCORBUNNY,FIRE,,132,79,137
814,NORMAL,RABOOT,FIRE,,170,125,163
815,NORMAL,CINDERACE,FIRE,,238,163,190
816,NORMAL,SOBBLE,WATER,,132,79,137
817,NORMAL,DRIZZILE,WATER,,186,113,163
818,NORMAL,INTELEON,WATER,,262,142,172
819,NORMAL,SKWOVET,NORMAL,,95,86,172
820,NORMAL,GREEDENT,NORMAL,,160,156,260
821,NORMAL,ROOKIDEE,FLYING,,88,67,116
822,NORMAL,CORVISQUIRE,FLYING,,129,110,169
823,NORMAL,CORVIKNIGHT,FLYING,STEEL,163,192,221
824,NORMAL,BLIPBUG,BUG,,46,67,93
825,NORMAL,DOTTLER,BUG,PSYCHIC,87,157,137
826,NORMAL,ORBEETLE,BUG,PSYCHIC,156,240,155
827,NORMAL,NICKIT,DARK,,85,82,120
828,NORMAL,THIEVUL,DARK,,172,164,172
829,NORMAL,GOSSIFLEUR,GRASS,,70,104,120
830,NORMAL,ELDEGOSS,GRASS,,148,211,155
831,NORMAL,WOOLOO,NORMAL,,76,97,123
832,NORMAL,DUBWOOL,NORMAL,,159,198,176
833,NORMAL,CHEWTLE,WATER,,114,85,137
834,NORMAL,DREDNAW,WATER,ROCK,213,164,207
835,NORMAL,YAMPER,ELECTRIC,,80,90,153
836,NORMAL,BOLTUND,ELECTRIC,,197,131,170
837,NORMAL,ROLYCOLY,ROCK,,73,91,102
838,NORMAL,CARKOL,ROCK,FIRE,114,157,190
839,NORMAL,COALOSSAL,ROCK,FIRE,146,198,242
840,NORMAL,APPLIN,GRASS,DRAGON,71,116,120
841,NORMAL,FLAPPLE,GRASS,DRAGON,214,144,172
842,NORMAL,APPLETUN,GRASS,DRAGON,178,146,242
843,NORMAL,SILICOBRA,GROUND,,103,123,141
844,NORMAL,SANDACONDA,GROUND,,202,207,176
845,NORMAL,CRAMORANT,FLYING,WATER,173,163,172
846,NORMAL,ARROKUDA,WATER,,118,72,121
847,NORMAL,BARRASKEWDA,WATER,,258,127,156
848,NORMAL,TOXEL,ELECTRIC,POISON,97,65,120
849,AMPED,TOXTRICITY,ELECTRIC,POISON,224,140,181
849,LOW_KEY,TOXTRICITY,ELECTRIC,POISON,224,140,181
849,NORMAL,TOXTRICITY,ELECTRIC,POISON,224,140,181
850,NORMAL,SIZZLIPEDE,FIRE,BUG,118,90,137
851,NORMAL,CENTISKORCH,FIRE,BUG,220,158,225
852,NORMAL,CLOBBOPUS,FIGHTING,,121,103,137
853,NORMAL,GRAPPLOCT,FIGHTING,,209,162,190
854,ANTIQUE,SINISTEA,GHOST,,134,96,120
854,NORMAL,SINISTEA,GHOST,,134,96,120
854,PHONY,SINISTEA,GHOST,,134,96,120
855,ANTIQUE,POLTEAGEIST,GHOST,,248,189,155
855,NORMAL,POLTEAGEIST,GHOST,,248,189,155
855,PHONY,POLTEAGEIST,GHOST,,248,189,155
856,NORMAL,HATENNA,PSYCHIC,,98,93,123
857,NORMAL,HATTREM,PSYCHIC,,153,133,149
858,NORMAL,HATTERENE,PSYCHIC,FAIRY,237,182,149
859,NORMAL,IMPIDIMP,DARK,FAIRY,103,69,128
860,NORMAL,MORGREM,DARK,FAIRY,145,102,163
861,NORMAL,GRIMMSNARL,DARK,FAIRY,227,139,216
862,NORMAL,OBSTAGOON,DARK,NORMAL,180,194,212
863,NORMAL,PERRSERKER,STEEL,,195,162,172
864,NORMAL,CURSOLA,GHOST,,253,182,155
865,NORMAL,SIRFETCHD,FIGHTING,,248,176,158
866,RIME,MR,ICE,PSYCHIC,212,179,190
866,RIME_NORMAL,MR,ICE,PSYCHIC,212,179,190
867,NORMAL,RUNERIGUS,GROUND,GHOST,163,237,151
868,NORMAL,MILCERY,FAIRY,,90,97,128
869,NORMAL,ALCREMIE,FAIRY,,203,203,163
870,NORMAL,FALINKS,FIGHTING,,193,170,163
871,NORMAL,PINCURCHIN,ELECTRIC,,176,161,134
872,NORMAL,SNOM,ICE,BUG,76,59,102
873,NORMAL,FROSMOTH,ICE,BUG,230,155,172
874,NORMAL,STONJOURNER,ROCK,,222,182,225
875,ICE,EISCUE,ICE,,148,195,181
875,NOICE,EISCUE,ICE,,173,139,181
875,NORMAL,EISCUE,ICE,,148,195,181
876,FEMALE,INDEEDEE,PSYCHIC,NORMAL,184,184,172
876,MALE,INDEEDEE,PSYCHIC,NORMAL,208,166,155
876,NORMAL,INDEEDEE,PSYCHIC,NORMAL,208,166,155
877,FULL_BELLY,MORPEKO,ELECTRIC,DARK,192,121,151
877,HANGRY,MORPEKO,ELECTRIC,DARK,192,121,151
877,NORMAL,MORPEKO,ELECTRIC,DARK,192,121,151
878,NORMAL,CUFANT,STEEL,,140,91,176
879,NORMAL,COPPERAJAH,STEEL,,226,126,263
880,NORMAL,DRACOZOLT,ELECTRIC,DRAGON,195,165,207
881,NORMAL,ARCTOZOLT,ELECTRIC,ICE,190,166,207
882,NORMAL,DRACOVISH,WATER,DRAGON,175,185,207
883,NORMAL,ARCTOVISH,WATER,ICE,171,185,207
884,NORMAL,DURALUDON,STEEL,DRAGON,239,185,172
885,NORMAL,DREEPY,DRAGON,GHOST,117,61,99
886,NORMAL,DRAKLOAK,DRAGON,GHOST,163,105,169
887,NORMAL,DRAGAPULT,DRAGON,GHOST,266,170,204
888,CROWNED_SWORD,ZACIAN,FAIRY,STEEL,332,240,192
888,HERO,ZACIAN,FAIRY,,254,236,192
889,CROWNED_SHIELD,ZAMAZENTA,FIGHTING,STEEL,250,292,192
889,HERO,ZAMAZENTA,FIGHTING,,254,236,192
890,ETERNAMAX,ETERNATUS,POISON,DRAGON,251,505,452
890,NORMAL,ETERNATUS,POISON,DRAGON,278,192,268
891,NORMAL,KUBFU,FIGHTING,,170,112,155
892,RAPID_STRIKE,URSHIFU,FIGHTING,WATER,254,177,225
892,SINGLE_STRIKE,URSHIFU,FIGHTING,DARK,254,177,225
893,NORMAL,ZARUDE,DARK,GRASS,242,215,233
894,NORMAL,REGIELEKI,ELECTRIC,,250,125,190
895,NORMAL,REGIDRAGO,DRAGON,,202,101,400
896,NORMAL,GLASTRIER,ICE,,246,223,225
897,NORMAL,SPECTRIER,GHOST,,273,146,205
898,ICE_RIDER,CALYREX,PSYCHIC,ICE,268,246,205
898,NORMAL,CALYREX,PSYCHIC,GRASS,162,162,225
898,SHADOW_RIDER,CALYREX,PSYCHIC,GHOST,324,194,205
899,NORMAL,WYRDEER,NORMAL,PSYCHIC,206,145,230
900,NORMAL,KLEAVOR,BUG,ROCK,253,174,172
901,NORMAL,URSALUNA,GROUND,NORMAL,243,181,277
903,NORMAL,SNEASLER,FIGHTING,POISON,259,158,190
904,NORMAL,OVERQWIL,DARK,POISON,222,171,198
905,INCARNATE,ENAMORUS,FAIRY,FLYING,281,162,179
905,THERIAN,ENAMORUS,FAIRY,FLYING,250,201,179
906,NORMAL,SPRIGATITO,GRASS,,116,99,120
907,NORMAL,FLORAGATO,GRASS,,157,128,156
908,NORMAL,MEOWSCARADA,GRASS,DARK,233,153,183
909,NORMAL,FUECOCO,FIRE,,112,96,167
910,NORMAL,CROCALOR,FIRE,,162,134,191
911,NORMAL,SKELEDIRGE,FIRE,GHOST,207,178,232
912,NORMAL,QUAXLY,WATER,,120,86,146
913,NORMAL,QUAXWELL,WATER,,162,123,172
914,NORMAL,QUAQUAVAL,WATER,FIGHTING,236,159,198
915,NORMAL,LECHONK,NORMAL,,81,79,144
916,FEMALE,OINKOLOGNE,NORMAL,,169,162,251
916,NORMAL,OINKOLOGNE,NORMAL,,186,153,242
917,NORMAL,TAROUNTULA,BUG,,70,77,111
918,NORMAL,SPIDOPS,BUG,,139,166,155
919,NORMAL,NYMBLE,BUG,,81,65,107
920,NORMAL,LOKIX,BUG,DARK,199,144,174
921,NORMAL,PAWMI,ELECTRIC,,95,45,128
922,NORMAL,PAWMO,ELECTRIC,FIGHTING,147,82,155
923,NORMAL,PAWMOT,ELECTRIC,FIGHTING,232,141,172
924,NORMAL,TANDEMAUS,NORMAL,,98,90,137
925,FAMILY_OF_FOUR,MAUSHOLD,NORMAL,,159,157,179
925,FAMILY_OF_THREE,MAUSHOLD,NORMAL,,159,157,179
925,NORMAL,MAUSHOLD,NORMAL,,159,157,179
926,NORMAL,FIDOUGH,FAIRY,,102,126,114
927,NORMAL,DACHSBUN,FAIRY,,159,212,149
928,NORMAL,SMOLIV,GRASS,NORMAL,100,89,121
929,NORMAL,DOLLIV,GRASS,NORMAL,137,131,141
930,NORMAL,ARBOLIVA,GRASS,NORMAL,219,189,186
931,BLUE,SQUAWKABILLY,NORMAL,FLYING,185,105,193
931,GREEN,SQUAWKABILLY,NORMAL,FLYING,185,105,193
931,NORMAL,SQUAWKABILLY,NORMAL,FLYING,185,105,193
931,WHITE,SQUAWKABILLY,NORMAL,FLYING,185,105,193
931,YELLOW,SQUAWKABILLY,NORMAL,FLYING,185,105,193
932,NORMAL,NACLI,ROCK,,95,108,146
933,NORMAL,NACLSTACK,ROCK,,105,160,155
934,NORMAL,GARGANACL,ROCK,,171,212,225
935,NORMAL,CHARCADET,FIRE,,92,74,120
936,NORMAL,ARMAROUGE,FIRE,PSYCHIC,234,185,198
937,NORMAL,CERULEDGE,FIRE,GHOST,239,189,181
938,NORMAL,TADBULB,ELECTRIC,,104,73,156
939,NORMAL,BELLIBOLT,ELECTRIC,,184,165,240
940,NORMAL,WATTREL,ELECTRIC,FLYING,105,75,120
941,NORMAL,KILOWATTREL,ELECTRIC,FLYING,221,132,172
942,NORMAL,MASCHIFF,DARK,,140,108,155
943,NORMAL,MABOSSTIFF,DARK,,230,168,190
944,NORMAL,SHROODLE,POISON,NORMAL,124,70,120
945,NORMAL,GRAFAIAI,POISON,NORMAL,199,149,160
946,NORMAL,BRAMBLIN,GRASS,GHOST,121,64,120
947,NORMAL,BRAMBLEGHAST,GRASS,GHOST,228,144,146
948,NORMAL,TOEDSCOOL,GROUND,GRASS,97,149,120
949,NORMAL,TOEDSCRUEL,GROUND,GRASS,166,209,190
950,NORMAL,KLAWF,ROCK,,184,185,172
951,NORMAL,CAPSAKID,GRASS,,118,76,137
952,NORMAL,SCOVILLAIN,GRASS,FIRE,216,130,163
953,NORMAL,RELLOR,BUG,,86,108,121
954,NORMAL,RABSCA,BUG,PSYCHIC,201,178,181
955,NORMAL,FLITTLE,PSYCHIC,,105,60,102
956,NORMAL,ESPATHRA,PSYCHIC,,204,127,216
957,NORMAL,TINKATINK,FAIRY,STEEL,85,110,137
958,NORMAL,TINKATUFF,FAIRY,STEEL,109,145,163
959,NORMAL,TINKATON,FAIRY,STEEL,155,196,198
960,NORMAL,WIGLETT,WATER,,109,52,67
961,NORMAL,WUGTRIO,WATER,,205,136,111
962,NORMAL,BOMBIRDIER,FLYING,DARK,198,172,172
963,NORMAL,FINIZEN,WATER,,90,80,172
964,HERO,PALAFIN,WATER,,322,196,225
964,NORMAL,PALAFIN,WATER,,143,144,225
964,ZERO,PALAFIN,WATER,,143,144,225
965,NORMAL,VAROOM,STEEL,POISON,123,107,128
966,NORMAL,REVAVROOM,STEEL,POISON,229,168,190
967,NORMAL,CYCLIZAR,DRAGON,NORMAL,205,142,172
968,NORMAL,ORTHWORM,STEEL,,161,219,172
969,NORMAL,GLIMMET,ROCK,POISON,187,104,134
970,NORMAL,GLIMMORA,ROCK,POISON,246,177,195
971,NORMAL,GREAVARD,GHOST,,105,106,137
972,NORMAL,HOUNDSTONE,GHOST,,186,195,176
973,NORMAL,FLAMIGO,FLYING,FIGHTING,227,145,193
974,NORMAL,CETODDLE,ICE,,119,80,239
975,NORMAL,CETITAN,ICE,,208,123,347
976,NORMAL,VELUZA,WATER,PSYCHIC,196,139,207
977,NORMAL,DONDOZO,WATER,,176,178,312
978,CURLY,TATSUGIRI,DRAGON,WATER,226,166,169
978,DROOPY,TATSUGIRI,DRAGON,WATER,226,166,169
978,NORMAL,TATSUGIRI,DRAGON,WATER,226,166,169
978,STRETCHY,TATSUGIRI,DRAGON,WATER,226,166,169
979,NORMAL,ANNIHILAPE,FIGHTING,GHOST,220,178,242
980,NORMAL,CLODSIRE,POISON,GROUND,127,151,277
981,NORMAL,FARIGIRAF,NORMAL,PSYCHIC,209,136,260
982,NORMAL,DUDUNSPARCE,NORMAL,,188,150,268
982,THREE,DUDUNSPARCE,NORMAL,,188,150,268
982,TWO,DUDUNSPARCE,NORMAL,,188,150,268
983,NORMAL,KINGAMBIT,DARK,STEEL,238,203,225
984,NORMAL,GREATTUSK,GROUND,FIGHTING,249,209,251
985,NORMAL,SCREAMTAIL,FAIRY,PSYCHIC,139,234,251
986,NORMAL,BRUTEBONNET,GRASS,DARK,232,190,244
987,NORMAL,FLUTTERMANE,GHOST,FAIRY,280,235,146
988,NORMAL,SLITHERWING,BUG,FIGHTING,261,193,198
